July 2026
Uncle” Jimbo was very informative and well versed on the river boat ride. He didn’t in a way that all ages were engaged and enjoying the trip!
Uncle jimbo and the music was absolutely amazing.
Thanks Jimbo for an informative cruise!
Uncle Jimbo was a great tour guide.
"Jimbo did great! The musician was also fantastic, enjoyed the ride."
Had an amazing time! Thank you Jimbo!
The Riverboat tour was a great way to spend a warm afternoon enjoying the view of Nashville from the water. Jimbo was an entertaining tour guide!
Wonderful tour with Uncle Jimbo!!
Very nice! Fun to come to especially with family or friends. The tour guide tells really interesting things and is nice! The whole little crew is so sweet and welcoming! Would 💯 recommend!
"Great Riverboat cruise down the Cumberland River. Jimbo was so engaging and informative and entertaining and attentive and fun and…lots of adjectives !!! All Good!!!
Fun addition to birthday celebration trip.
Staff was great as well as entertainment.
Would recommend this relaxing activity!"
Cool quick excursion to do with the family Jimbo was pretty cool to listen. It was good to learn some Nashville facts
Jimbo was great! Pretty views of downtown.
Had a Great time!! Jimbo and the staff were great they kept us entertained and the live music was great!!
"Great service, Great views, Funny experience! Very much worth it!"
"Jimbo is great!! Super informative, great with customers, we had a great time!"
Great Margaritas’n
"We had a great time Niko was our server on the top deck and he was attentive, friendly quick to respond. We would definitely come back to see Niko!!!"
"Very amazing ride, and very detailed stories!"
Jimbo was very engaging. Would definitely do it again
Captain Jimbo did a great job with his fun facts and historical stories. You’ll see Nashville from a completely different vantage point!
"We had a wonderful experience with Nashville Riverboats! The cruise was relaxing and offered beautiful views of the Nashville skyline and the Cumberland River. The staff was friendly, welcoming, and well organized, making the entire experience enjoyable from start to finish. The live entertainment added to the atmosphere, and everything was well coordinated. It’s a great way to see the city from a different perspective and a fun activity for families, couples, or anyone visiting Nashville. Highly recommended!"
Jimbo was really good
Great experience. The views were very pretty and the crew helped us a lot for my mother’s birthday.
Jimbo was amazing and so well-informed!!
This was a fun experience! Delicious food and drinks. Great music. Jimbo made it fun for the tour!
Jimbo is the best!!! He made this ride so enjoyable!!
Great day out on the river boat! Thanks Jimbo for entertaining us along the way with the excellent Merritt on the mic!
I truly enjoyed my first time on the NASHVILLE RIVERBOAT!!! It was an absolute pleasure meeting JIMBO!! And I can’t wait to do it again. If you’re in Nashville it’s a must see ⚓️😊
Great family experience
Great time! Do it!!
Excellent
Jimbo was the GOAT
"This river cruise was well worth it. Drinks, food, live entertainment and live tour guide. Plenty of seating indoor and on deck. I will do this again soon."
"The ride was phenomenal, food service is poor ."
A very relaxing and informative trip. It would have been better without the music. Lady can’t sing or play guitar. Over all I really enjoyed myself and the food prices were very reasonable which surprised me. Thanks for a wonderful afternoon.
"It was a beautiful cruise. It did sprinkle for about 5-10 minutes but I loved the cool down from the warm weather. Captain Corbin drove us safely up and down the river and Uncle Jimbo did a wonderful job of commentating the ride. He taught me that the fish only need 5 mg of oxygen in the water and so many more facts about everything in the ride. I will come back and enjoy the ride when I come back to Nashville and recommend it to my friends. Niko, Cindy, and Alex all took care of every need, drink or food. They were all so nice and accommodating."
Very nice River cruise. Jimbo did a great job narrating and the live music was perfect.
Aziz was amazing!
"The tour was informative and fun. The musician, Merit was talented and personable. They serve drinks and food on the boat."
"The ride and dinner were awesome. It rained but it was still fun. The live music was very nice. Niko rocked and deserves a raise. He’s very nice, knowledgeable, and pleasant. The whole crew was really nice. I would love to do it again. Thank you all for the great time!"
"OMG! We had the absolute best time on the Nashville Riverboat! Thank you so much for helping make our family reunion so special. The food was amazing the music was incredible and the entire experience exceeded our expectations. Our family truly enjoyed every moment together, creating memories that we will cherish for years to come. Thank you again for such wonderful hospitality and an unforgettable evening! The Britton Crim Family Reunion"
"What a fantastic experience. We live in the Nashville area and have for over 40 years and Mr. Jimbo, the Nashville historian onboard, taught us so much. Niko was our server and he was friendly, personable, and helpful. Thank you guys. We will tell all our friends and family that come to visit Nashville they should definitely take a cruise with Nashville Riverboats."
It was a great tour! Took the 11:30am historic tour. Good music and Jimbo was very informative and made it fun. Highly recommend! The next time I’d like to do the evening dinner tour.
"Wow what a amazing time we had. It was incredible , and so much information was shared."
The boat ride was very enjoyable!
Jimbo and the cruise were awesome
Fun + great drinks! Jimbo was great + entertaining!
"Such a fun way to tour the city and Jimbo was FANTASTIC!! So much fun, entertaining and interesting!"
"Very informative, great staff, too expensive for the photographs. Very fun to get out of the city."
Very peaceful and enjoyable
Great tour and live music.
"Its a nice cruise to get out of the city for awhile.
I would probably schedule a booking again. It was clean, the interior area has AC.

They are going to sell you your initial photo that is taken before you board. Its about 25 dollars.

Drinks are available for purchase separately from tickets. The mixed drinks are tasty."
Very informative and educational about Nashville and live music was great
"It was fun, educational and good family fun. We loved Jimbo, the bartender, and the rest of the workers. All funn! Do it!!"
Jumbo is the best.
HELL. YEAH
Jimbo was very knowledgeable and entertaining!
Jimbo knew what he was talking about. Hell yeah
Jimbo did a great job!
Awesome time!!! jumbo was the best!!
Jimbo was amazing along with the entertainment and all the crew. Thank you for an amazing time!!!
Jimbo is so welcoming and made us feel like we belongs from check in to disembarking
Jimbo was very knowledgeable and answered any questions we had. Highly recommend!!
It was great!
"Jimbo was kind funny and very helpful, definitely worth the time!"
"Great music, good music and a relaxing trip on the river. Bonus you learn something."
We had a wonderful experience. Everyone was so welcoming and we were greeted warmly by Uncle Jim who provided great information about Nashville and Cumberland River. We especially enjoyed the live music of Andy Kahrs. It was so relaxing and the perfect way to see another part of Nashville. We highly recommend!
"Fun experience, Jimbo did a great job giving the history of the river. Music was very enjoyable"
Fun! Relaxing!
Jimbo was awesome!
Jimbo was awesome!!!
"uncle jimbo is awesome, the guy singing is great as well. defiantly go on a ride"
"A beautiful, relaxing ride along the Cumberland River with great music! Thank you!"
Uncle Jimbo was full of awesome historical information and quite funny.
Niko was great!
Jimbo was very entertaining and informative.
Great atmosphere and experience! The crew was wonderful. Enjoyed the live music and the narration by Jimbo.
Uncle Jimbo was a really good tour guide and really funny too. I definitely recommend!!
Good food and entertainment. Such a great cruise and love the tour info throughout the tour. Staff is wonderful!
Nice slow ride on the river
"Jimbo was a fabulous Riverstorian!! He truly is an enthusiast and so made the cruise fabulous! The live music was great, bathrooms spotless, def recommend! ,"
"The boat cruise was very relaxing and educational. We learned a lot about the history of Nashville, the river, and river boats from Jimbo (the tour narrator). An additional blessing was the amazingly talented guitarist and singer who performed during parts of the cruise. This tour is a must if visiting Nashville."
let him keep his job he’s the bestest ever
Great afternoon on the Riverboat awesome information given and so relaxing
"Thank you to Nashville Riverboats for an excellent night in Nashville on the river, as an alternative to a night on the town. The service from all members aboard the Riverboat was outstanding. The river boat crew is kind, attentive, and intentional about making a great experience.
Special shout out to Olivia d'Angelo, who runs a tight ship with an excellent crew! Olivia takes care of every detail and made a great evening for us.
The food is absolutely excellent and delicious and plentiful. From salad to delectable dessert, and every main dish and side dish in between...we ate till our heart's content and enjoyed every bite. It was all excellent and I can't say enough about what an outstanding evening we had aboard the Nashville River boat. Thank you!"
"Our Riverboat Cruise was AMAZING! We were able to board the ship quickly and safely, then were promptly seated and greeted by our waitress. The food in the buffet was delectable and I went back for seconds! The view from the deck was outstanding and as was the live music. The entire vibe led to an unforgettable night that will go down in history within our family! Special thanks to our extraordinary waitress, Alicia!"
"River boat ride was great, a lot of fun and very relaxing. Boat was safe, clean, food was great, esp the chicken eggroll and the boat crew were so organized and polite. I also enjoyed the country musician onboard. Thanks Captain Jimbo for the jolly ride!"
Great relaxing trip! Informative and good music!
Loved the southwest egg rolls. Wonderful entertainment
Great and informative cruise down the Cumberland. Jimbo was a great narrator and we loved the music artist as well. Would recommend!
Fantasy experience
"Fantastic, relaxing, super fun (and delicious) tour and riverboat ride. Great narration, service, and of course Nashville music! Will be back."
Jimbo was a great narrator. The cruise was fun and informative. Great way to spend a couple of hours in downtown Nashville.
"Very nice experience the bald guy with the white beard was very friendly, cool, funny, and overall made the experience better."
Amazing!!
Great boat ride. Scenic and calm with good live music. Jimbo was personable.
Wonderful experience with very entertaining narration.
"We had an awesome time on the Nashville Riverboat! The entire experience was fun, relaxing, and well worth it. Uncle Jumbo was fantastic and really made the trip memorable with his great personality and entertainment. I highly recommend this experience to anyone visiting Nashville. Five stars all the way!"
Loved the ride. Very relaxing and included live music.
Nico was wonderful! Super attentive and welcoming!!
Niko was the star of the show
"FANTASTIC!!! My family and I had a great time. Niko was a fantastic server, and ALL of the staff were informative, warm and welcoming. We loved going to the Captains Deck and hearing all if the facts from the tour. Would highly recommend!! Thank you!!"
Merit was an excellent entertainer. She was so engaging and fun
NIKO AND JIMBO MADE THE WHOLE EXPERIENZE
